Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Muñomer del Peco,113,05140,Ávila,Castilla y León,España
Muñopepe,95,05141,Ávila,Castilla y León,España
Muñosancho,87,05142,Ávila,Castilla y León,España
Muñotello,50,05143,Ávila,Castilla y León,España
Narrillos del Álamo,56,05144,Ávila,Castilla y León,España
Narrillos del Rebollar,34,05145,Ávila,Castilla y León,España
Narros del Castillo,151,05147,Ávila,Castilla y León,España
Narros del Puerto,26,05148,Ávila,Castilla y León,España
Narros de Saldueña,102,05149,Ávila,Castilla y León,España
Navacepedilla de Corneja,99,05151,Ávila,Castilla y León,España
Nava de Arévalo,647,05152,Ávila,Castilla y León,España
Nava del Barco,81,05153,Ávila,Castilla y León,España
Navadijos,29,05154,Ávila,Castilla y León,España
Navaescurial,54,05155,Ávila,Castilla y León,España
Navahondilla,359,05156,Ávila,Castilla y León,España
Navalacruz,192,05157,Ávila,Castilla y León,España
Navalmoral,445,05158,Ávila,Castilla y León,España
Navalonguilla,182,05159,Ávila,Castilla y León,España
Navalosa,314,05160,Ávila,Castilla y León,España
Navalperal de Pinares,840,05161,Ávila,Castilla y León,España
Navalperal de Tormes,73,05162,Ávila,Castilla y León,España
Navaluenga,2135,05163,Ávila,Castilla y León,España
Navaquesera,38,05164,Ávila,Castilla y León,España
Navarredonda de Gredos,451,05165,Ávila,Castilla y León,España
Navarredondilla,146,05166,Ávila,Castilla y León,España
Navarrevisca,281,05167,Ávila,Castilla y León,España
Las Navas del Marqués,5670,05168,Ávila,Castilla y León,España
Navatalgordo,230,05169,Ávila,Castilla y León,España
Navatejares,48,05170,Ávila,Castilla y León,España
Neila de San Miguel,66,05171,Ávila,Castilla y León,España
Niharra,167,05172,Ávila,Castilla y León,España
Ojos-Albos,89,05173,Ávila,Castilla y León,España
Orbita,70,05174,Ávila,Castilla y León,España
El Oso,125,05175,Ávila,Castilla y León,España
Padiernos,277,05176,Ávila,Castilla y León,España
Pajares de Adaja,123,05177,Ávila,Castilla y León,España
Palacios de Goda,396,05178,Ávila,Castilla y León,España
Papatrigo,215,05179,Ávila,Castilla y León,España
El Parral,64,05180,Ávila,Castilla y León,España
Pascualcobo,38,05181,Ávila,Castilla y León,España
Pedro Bernardo,743,05182,Ávila,Castilla y León,España
Pedro-Rodríguez,131,05183,Ávila,Castilla y León,España
Peguerinos,283,05184,Ávila,Castilla y León,España
Peñalba de Ávila,104,05185,Ávila,Castilla y León,España
Piedrahíta,1637,05186,Ávila,Castilla y León,España
Piedralaves,2183,05187,Ávila,Castilla y León,España
Poveda,30,05188,Ávila,Castilla y León,España
Poyales del Hoyo,498,05189,Ávila,Castilla y León,España
Pozanco,57,05190,Ávila,Castilla y León,España
Pradosegar,109,05191,Ávila,Castilla y León,España
Puerto Castilla,99,05192,Ávila,Castilla y León,España
Rasueros,150,05193,Ávila,Castilla y León,España
Riocabado,129,05194,Ávila,Castilla y León,España
Riofrío,188,05195,Ávila,Castilla y León,España
Rivilla de Barajas,59,05196,Ávila,Castilla y León,España
Salobral,109,05197,Ávila,Castilla y León,España
Salvadiós,67,05198,Ávila,Castilla y León,España
San Bartolomé de Béjar,44,05199,Ávila,Castilla y León,España
San Bartolomé de Corneja,32,05200,Ávila,Castilla y León,España
San Bartolomé de Pinares,479,05201,Ávila,Castilla y León,España
Sanchidrián,720,05204,Ávila,Castilla y León,España
Sanchorreja,77,05205,Ávila,Castilla y León,España
San Esteban de los Patos,19,05206,Ávila,Castilla y León,España
San Esteban del Valle,735,05207,Ávila,Castilla y León,España
San Esteban de Zapardiel,40,05208,Ávila,Castilla y León,España
San García de Ingelmos,64,05209,Ávila,Castilla y León,España
San Juan de la Encinilla,70,05210,Ávila,Castilla y León,España
San Juan de la Nava,422,05211,Ávila,Castilla y León,España
San Juan del Molinillo,238,05212,Ávila,Castilla y León,España
San Juan del Olmo,73,05213,Ávila,Castilla y León,España
San Lorenzo de Tormes,32,05214,Ávila,Castilla y León,España
San Martín de la Vega del Alberche,163,05215,Ávila,Castilla y León,España
San Martín del Pimpollar,221,05216,Ávila,Castilla y León,España
San Miguel de Corneja,65,05217,Ávila,Castilla y León,España
San Miguel de Serrezuela,103,05218,Ávila,Castilla y León,España
San Pascual,44,05219,Ávila,Castilla y León,España
San Pedro del Arroyo,516,05220,Ávila,Castilla y León,España
Santa Cruz del Valle,295,05221,Ávila,Castilla y León,España
Santa Cruz de Pinares,169,05222,Ávila,Castilla y León,España
Santa María del Arroyo,103,05224,Ávila,Castilla y León,España
Santa María del Berrocal,372,05225,Ávila,Castilla y León,España
Santa María de los Caballeros,53,05226,Ávila,Castilla y León,España
Santa María del Tiétar,582,05227,Ávila,Castilla y León,España
Santiago del Collado,161,05228,Ávila,Castilla y León,España
Santo Domingo de las Posadas,71,05229,Ávila,Castilla y León,España
Santo Tomé de Zabarcos,70,05230,Ávila,Castilla y León,España
San Vicente de Arévalo,171,05231,Ávila,Castilla y León,España
La Serrada,132,05232,Ávila,Castilla y León,España
Serranillos,247,05233,Ávila,Castilla y León,España
Sigeres,41,05234,Ávila,Castilla y León,España
Sinlabajos,134,05235,Ávila,Castilla y León,España
Solana de Ávila,95,05236,Ávila,Castilla y León,España
Solana de Rioalmar,141,05237,Ávila,Castilla y León,España
Solosancho,750,05238,Ávila,Castilla y León,España
Sotalbo,234,05239,Ávila,Castilla y León,España
Sotillo de la Adrada,5081,05240,Ávila,Castilla y León,España
El Tiemblo,4582,05241,Ávila,Castilla y León,España
Tiñosillos,732,05242,Ávila,Castilla y León,España
Tolbaños,87,05243,Ávila,Castilla y León,España
Tormellas,35,05244,Ávila,Castilla y León,España
Tornadizos de Ávila,458,05245,Ávila,Castilla y León,España
Tórtoles,37,05246,Ávila,Castilla y León,España
La Torre,209,05247,Ávila,Castilla y León,España
Umbrías,100,05249,Ávila,Castilla y León,España
Vadillo de la Sierra,50,05251,Ávila,Castilla y León,España
Valdecasa,54,05252,Ávila,Castilla y León,España
Vega de Santa María,88,05253,Ávila,Castilla y León,España
Velayos,203,05254,Ávila,Castilla y León,España
Villaflor,100,05256,Ávila,Castilla y León,España
Villafranca de la Sierra,128,05257,Ávila,Castilla y León,España
Villanueva de Gómez,119,05258,Ávila,Castilla y León,España
Villanueva del Aceral,86,05259,Ávila,Castilla y León,España
Villanueva del Campillo,107,05260,Ávila,Castilla y León,España
Villar de Corneja,31,05261,Ávila,Castilla y León,España
Villarejo del Valle,304,05262,Ávila,Castilla y León,España
Villatoro,150,05263,Ávila,Castilla y León,España
Viñegra de Moraña,49,05264,Ávila,Castilla y León,España
Vita,81,05265,Ávila,Castilla y León,España
Zapardiel de la Cañada,83,05266,Ávila,Castilla y León,España
Zapardiel de la Ribera,90,05267,Ávila,Castilla y León,España
San Juan de Gredos,219,05901,Ávila,Castilla y León,España
Santa María del Cubillo,308,05902,Ávila,Castilla y León,España
Diego del Carpio,107,05903,Ávila,Castilla y León,España
Santiago del Tormes,104,05904,Ávila,Castilla y León,España
Villanueva de Ávila,202,05905,Ávila,Castilla y León,España
Acedera,815,06001,Badajoz,Extremadura,España
Aceuchal,5307,06002,Badajoz,Extremadura,España
Ahillones,793,06003,Badajoz,Extremadura,España
Alange,1802,06004,Badajoz,Extremadura,España
La Albuera,1995,06005,Badajoz,Extremadura,España
Alburquerque,4928,06006,Badajoz,Extremadura,España
Alconchel,1592,06007,Badajoz,Extremadura,España
Alconera,748,06008,Badajoz,Extremadura,España
Aljucén,252,06009,Badajoz,Extremadura,España
Almendral,1202,06010,Badajoz,Extremadura,España
Almendralejo,34587,06011,Badajoz,Extremadura,España
Arroyo de San Serván,4001,06012,Badajoz,Extremadura,España
Atalaya,258,06013,Badajoz,Extremadura,España
Azuaga,7587,06014,Badajoz,Extremadura,España
Badajoz,150209,06015,Badajoz,Extremadura,España
Barcarrota,3456,06016,Badajoz,Extremadura,España
Baterno,231,06017,Badajoz,Extremadura,España
Benquerencia de la Serena,771,06018,Badajoz,Extremadura,España
Berlanga,2171,06019,Badajoz,Extremadura,España
Bienvenida,1999,06020,Badajoz,Extremadura,España
Bodonal de la Sierra,982,06021,Badajoz,Extremadura,España
Burguillos del Cerro,2940,06022,Badajoz,Extremadura,España
Cabeza del Buey,4489,06023,Badajoz,Extremadura,España
Cabeza la Vaca,1257,06024,Badajoz,Extremadura,España
Calamonte,6104,06025,Badajoz,Extremadura,España
Calera de León,912,06026,Badajoz,Extremadura,España
Calzadilla de los Barros,679,06027,Badajoz,Extremadura,España
Campanario,4702,06028,Badajoz,Extremadura,España
Campillo de Llerena,1321,06029,Badajoz,Extremadura,España
Capilla,142,06030,Badajoz,Extremadura,España
Carmonita,514,06031,Badajoz,Extremadura,España
El Carrascalejo,80,06032,Badajoz,Extremadura,España
Casas de Don Pedro,1375,06033,Badajoz,Extremadura,España
Casas de Reina,200,06034,Badajoz,Extremadura,España
Castilblanco,820,06035,Badajoz,Extremadura,España
Castuera,5457,06036,Badajoz,Extremadura,España
La Codosera,1983,06037,Badajoz,Extremadura,España
Cordobilla de Lácara,815,06038,Badajoz,Extremadura,España
La Coronada,2136,06039,Badajoz,Extremadura,España
Corte de Peleas,1153,06040,Badajoz,Extremadura,España
Cristina,549,06041,Badajoz,Extremadura,España
Cheles,1175,06042,Badajoz,Extremadura,España
Don Álvaro,841,06043,Badajoz,Extremadura,España
Don Benito,37986,06044,Badajoz,Extremadura,España
Entrín Bajo,548,06045,Badajoz,Extremadura,España
Esparragalejo,1506,06046,Badajoz,Extremadura,España
Esparragosa de la Serena,912,06047,Badajoz,Extremadura,España
Esparragosa de Lares,839,06048,Badajoz,Extremadura,España
Feria,1054,06049,Badajoz,Extremadura,España
Fregenal de la Sierra,4715,06050,Badajoz,Extremadura,España
Fuenlabrada de los Montes,1693,06051,Badajoz,Extremadura,España
Fuente de Cantos,4583,06052,Badajoz,Extremadura,España
Fuente del Arco,648,06053,Badajoz,Extremadura,España
Fuente del Maestre,6499,06054,Badajoz,Extremadura,España
Fuentes de León,2118,06055,Badajoz,Extremadura,España
Garbayuela,450,06056,Badajoz,Extremadura,España
Garlitos,510,06057,Badajoz,Extremadura,España
La Garrovilla,2310,06058,Badajoz,Extremadura,España
Granja de Torrehermosa,1913,06059,Badajoz,Extremadura,España
Guareña,6665,06060,Badajoz,Extremadura,España
La Haba,1184,06061,Badajoz,Extremadura,España
Helechosa de los Montes,556,06062,Badajoz,Extremadura,España
Herrera del Duque,3385,06063,Badajoz,Extremadura,España
Higuera de la Serena,881,06064,Badajoz,Extremadura,España
Higuera de Llerena,343,06065,Badajoz,Extremadura,España
Higuera de Vargas,1830,06066,Badajoz,Extremadura,España
Higuera la Real,2186,06067,Badajoz,Extremadura,España
Hinojosa del Valle,472,06068,Badajoz,Extremadura,España
Hornachos,3375,06069,Badajoz,Extremadura,España
Jerez de los Caballeros,9095,06070,Badajoz,Extremadura,España
La Lapa,298,06071,Badajoz,Extremadura,España
Lobón,2756,06072,Badajoz,Extremadura,España
Llera,781,06073,Badajoz,Extremadura,España
Llerena,5642,06074,Badajoz,Extremadura,España
Magacela,502,06075,Badajoz,Extremadura,España
Maguilla,919,06076,Badajoz,Extremadura,España
Malcocinado,343,06077,Badajoz,Extremadura,España
Malpartida de la Serena,508,06078,Badajoz,Extremadura,España
Manchita,741,06079,Badajoz,Extremadura,España
Medellín,2241,06080,Badajoz,Extremadura,España
Medina de las Torres,1160,06081,Badajoz,Extremadura,España
Mengabril,504,06082,Badajoz,Extremadura,España
Mérida,60225,06083,Badajoz,Extremadura,España
Mirandilla,1232,06084,Badajoz,Extremadura,España
Monesterio,4245,06085,Badajoz,Extremadura,España
Montemolín,1231,06086,Badajoz,Extremadura,España
Monterrubio de la Serena,2157,06087,Badajoz,Extremadura,España
Montijo,15198,06088,Badajoz,Extremadura,España
La Morera,698,06089,Badajoz,Extremadura,España
La Nava de Santiago,914,06090,Badajoz,Extremadura,España
Navalvillar de Pela,4303,06091,Badajoz,Extremadura,España
Nogales,632,06092,Badajoz,Extremadura,España
Oliva de la Frontera,4907,06093,Badajoz,Extremadura,España
Oliva de Mérida,1660,06094,Badajoz,Extremadura,España
Olivenza,11789,06095,Badajoz,Extremadura,España
Orellana de la Sierra,250,06096,Badajoz,Extremadura,España
Orellana la Vieja,2580,06097,Badajoz,Extremadura,España
Palomas,651,06098,Badajoz,Extremadura,España
La Parra,1297,06099,Badajoz,Extremadura,España
Peñalsordo,805,06100,Badajoz,Extremadura,España
Peraleda del Zaucejo,465,06101,Badajoz,Extremadura,España
Puebla de Alcocer,1091,06102,Badajoz,Extremadura,España
Puebla de la Calzada,5815,06103,Badajoz,Extremadura,España
Puebla de la Reina,689,06104,Badajoz,Extremadura,España
Puebla del Maestre,653,06105,Badajoz,Extremadura,España
Puebla del Prior,462,06106,Badajoz,Extremadura,España
Puebla de Obando,1809,06107,Badajoz,Extremadura,España
Puebla de Sancho Pérez,2634,06108,Badajoz,Extremadura,España
Quintana de la Serena,4429,06109,Badajoz,Extremadura,España
Reina,144,06110,Badajoz,Extremadura,España
Rena,605,06111,Badajoz,Extremadura,España
Retamal de Llerena,428,06112,Badajoz,Extremadura,España
Ribera del Fresno,3130,06113,Badajoz,Extremadura,España
Risco,126,06114,Badajoz,Extremadura,España
La Roca de la Sierra,1454,06115,Badajoz,Extremadura,España
Salvaleón,1645,06116,Badajoz,Extremadura,España
Salvatierra de los Barros,1546,06117,Badajoz,Extremadura,España
Sancti-Spíritus,141,06118,Badajoz,Extremadura,España
San Pedro de Mérida,859,06119,Badajoz,Extremadura,España
Santa Amalia,3881,06120,Badajoz,Extremadura,España
Santa Marta,4201,06121,Badajoz,Extremadura,España
Los Santos de Maimona,8088,06122,Badajoz,Extremadura,España
San Vicente de Alcántara,5227,06123,Badajoz,Extremadura,España
Segura de León,1758,06124,Badajoz,Extremadura,España
Siruela,1766,06125,Badajoz,Extremadura,España
Solana de los Barros,2522,06126,Badajoz,Extremadura,España
Talarrubias,3251,06127,Badajoz,Extremadura,España
Talavera la Real,5288,06128,Badajoz,Extremadura,España
Táliga,650,06129,Badajoz,Extremadura,España
Tamurejo,190,06130,Badajoz,Extremadura,España
Torre de Miguel Sesmero,1234,06131,Badajoz,Extremadura,España
Torremayor,992,06132,Badajoz,Extremadura,España
Torremejía,2238,06133,Badajoz,Extremadura,España
Trasierra,590,06134,Badajoz,Extremadura,España
Trujillanos,1397,06135,Badajoz,Extremadura,España
Usagre,1698,06136,Badajoz,Extremadura,España
Valdecaballeros,1036,06137,Badajoz,Extremadura,España
Valdetorres,1105,06138,Badajoz,Extremadura,España
Valencia de las Torres,486,06139,Badajoz,Extremadura,España
Valencia del Mombuey,703,06140,Badajoz,Extremadura,España
Valencia del Ventoso,1870,06141,Badajoz,Extremadura,España
Valverde de Burguillos,260,06142,Badajoz,Extremadura,España
Valverde de Leganés,4230,06143,Badajoz,Extremadura,España
Valverde de Llerena,560,06144,Badajoz,Extremadura,España
Valverde de Mérida,1002,06145,Badajoz,Extremadura,España
Valle de la Serena,1075,06146,Badajoz,Extremadura,España
Valle de Matamoros,337,06147,Badajoz,Extremadura,España
Valle de Santa Ana,1090,06148,Badajoz,Extremadura,España
Villafranca de los Barros,12284,06149,Badajoz,Extremadura,España
Villagarcía de la Torre,909,06150,Badajoz,Extremadura,España
Villagonzalo,1226,06151,Badajoz,Extremadura,España
Villalba de los Barros,1429,06152,Badajoz,Extremadura,España
Villanueva de la Serena,25773,06153,Badajoz,Extremadura,España
Villanueva del Fresno,3247,06154,Badajoz,Extremadura,España
Villar del Rey,2064,06155,Badajoz,Extremadura,España
Villar de Rena,1326,06156,Badajoz,Extremadura,España
Villarta de los Montes,375,06157,Badajoz,Extremadura,España
Zafra,16735,06158,Badajoz,Extremadura,España
Zahínos,2766,06159,Badajoz,Extremadura,España
Zalamea de la Serena,3371,06160,Badajoz,Extremadura,España
Zarza-Capilla,295,06161,Badajoz,Extremadura,España
La Zarza,3339,06162,Badajoz,Extremadura,España
Valdelacalzada,2743,06901,Badajoz,Extremadura,España
Pueblonuevo del Guadiana,1955,06902,Badajoz,Extremadura,España
Guadiana,2444,06903,Badajoz,Extremadura,España
Alaró,6121,07001,Illes Balears,,España
Alaior,10217,07002,Illes Balears,,España
Alcúdia,21907,07003,Illes Balears,,España
Algaida,6357,07004,Illes Balears,,España
Andratx,12195,07005,Illes Balears,,España
Artà,8629,07006,Illes Balears,,España
Banyalbufar,573,07007,Illes Balears,,España
Binissalem,9350,07008,Illes Balears,,España
Búger,1215,07009,Illes Balears,,España
Bunyola,7642,07010,Illes Balears,,España
Calvià,53793,07011,Illes Balears,,España
Campanet,2859,07012,Illes Balears,,España
Campos,12485,07013,Illes Balears,,España
Capdepera,13135,07014,Illes Balears,,España
Ciutadella de Menorca,32431,07015,Illes Balears,,España
Consell,4521,07016,Illes Balears,,España
Costitx,1591,07017,Illes Balears,,España
Deià,741,07018,Illes Balears,,España
Escorca,199,07019,Illes Balears,,España
Esporles,5264,07020,Illes Balears,,España
Estellencs,369,07021,Illes Balears,,España
Felanitx,19146,07022,Illes Balears,,España
Ferreries,5170,07023,Illes Balears,,España
Formentera,11661,07024,Illes Balears,,España
Fornalutx,743,07025,Illes Balears,,España
Eivissa,55337,07026,Illes Balears,,España
Inca,36262,07027,Illes Balears,,España
Lloret de Vistalegre,1691,07028,Illes Balears,,España
